4, DCT, 67822, 97563
8, DCT, 111980, 191747
16, DCT, 101578, 360304
32, DCT, 47103, 639682
64, DCT, 2550, 227972
4, ADST, 71921, 135090
8, ADST, 78985, 205758
16, ADST, 40974, 207472
32, ADST, 0, 0
64, ADST, 0, 0
4, FLIPADST, 3444, 7403
8, FLIPADST, 10918, 28956
16, FLIPADST, 10759, 61500
32, FLIPADST, 0, 0
64, FLIPADST, 0, 0
4, IDENTITY, 7010, 13885
8, IDENTITY, 8305, 18372
16, IDENTITY, 3480, 9100
32, IDENTITY, 15, 30
64, IDENTITY, 0, 0
